,index,timePeriod,processedText
6147,4645,1840-01-01,also small institution welling kent adult pauper send particular union city london
6148,4370,1840-01-01,thing face emancipation act child tory party government virtually pledge time union
6149,229,1840-01-01,less ship clear outwards port government emigration agent emigrant month april first half may less emigrant
6150,9189,1840-01-01,view light mean obtain advantage describe rather effect great diminution population suppose excessive emigration australia subject last year certainly neglect successive time exist
6151,6605,1840-01-01,colonel rolleston concur view noble lord confine measure original object observe addition instance
6152,2620,1840-01-01,question expedient existing allow introduction discussion measure noble
6153,5011,1840-01-01,objection noble learn lord head well found bill come contain clause regard ground lordship still consent clause alternative reject bill
6154,4811,1840-01-01,good act report take harbour sort order adopt suggestion
6155,2339,1840-01-01,argue manifestly unjust man l
6156,4268,1840-01-01,noble lord apt refer situation estate connect
6157,4982,1840-01-01,government allow importation beef time people reduce potato diet wanted bread admit french boot glove compete artisan time hinder advantage trade corn
6158,3057,1840-01-01,average price wheat february
6159,5209,1840-01-01,viscount palmerston reference fall
6160,6246,1840-01-01,fact
6161,6095,1840-01-01,baronet secretary home department good situation
6162,2669,1840-01-01,follow inevitable conclusion protestant ireland rest destroy idolatry country accordingly guilt prevalence rest
6163,3092,1840-01-01,beg lordship suppose use expression refer merely distress visitation providence country place present year speak ireland mean social system grow last year exist recent failure potato crop continue exist please providence release ireland present pressure
6164,6980,1840-01-01,montrose th february last expedient reduce expenditure country order render increase taxation unnecessary
6165,3238,1840-01-01,lord stanley consider plan propose necessary protection public purse protection relieve officer
6166,3732,1840-01-01,
6167,3747,1840-01-01,mode meet withdrawal sell stock therefore broker instruct order prevent fall fund apply amount sink fund hand purchase stock sell account saving bank thereby prevent effect market operation otherwise price
6168,6022,1840-01-01,therefore let people educate expense state
6169,372,1840-01-01,
6170,9823,1840-01-01,lordship look name sign report find roman catholic protestant various englishman irishman clergy layman lawyer minister religion country
6171,5121,1840-01-01,variance great body supporter
6172,8111,1840-01-01,learn pursue regard measure
6173,8621,1840-01-01,learn cambridge law seem change mind month march come lion lamb
6174,1937,1840-01-01,earl devon know great question surround
6175,8045,1840-01-01,lord campbell believe barry great architect honourable man trifle lordship
6176,3239,1840-01-01,affidavit refer heywood deemster order th september john water coldicott forthwith apprehend imprison gaol castle rushen remain enter penal bond sovereign lady queen sum good sufficient surety sum john water coldicott keep peace sarah coldicott others majesty subject space month discharge pay cost imprisonment order
6177,6199,1840-01-01,consider proposal feeling fear ever entertain subject extension church country saw nothing present time render easy heretofore accede wish government consent measure effect extend power influence church rome
6178,7638,1840-01-01,stewart
6179,4766,1840-01-01,noble lord tell resolution bring forward condemn oppose resolution inference obvious disapprove conduct noble lord prepare colleages office follow example set
6180,4255,1840-01-01,law law
6181,9847,1840-01-01,fully agree importance principle tell already break spirit reliance legislation session cure
6182,435,1840-01-01,meath grattan
6183,4147,1840-01-01,gallant propose limit flog army offence commit line march know extent actual service
6184,6309,1840-01-01,complain
6185,3228,1840-01-01,reason wish society godspeed labour love long connect several year committee manage extensive operation northern india
6186,1964,1840-01-01,fiscal regulation hardship press home producer let remove let stand way measure justice british colonist expect
